record_id,url,domain,label,source
phish_d2c7e6ec6d1f,http://acb.chamsocthekhachhang-tructuyen-thang8.com.vn,acb.chamsocthekhachhang-tructuyen-thang8.com.vn,1,local_blacklist
phish_0059d8a7c03f,http://acb.hotrokhachhang-uudai-tructuyen.com.vn,acb.hotrokhachhang-uudai-tructuyen.com.vn,1,local_blacklist
phish_dab9591361c4,http://canhantpb.com,canhantpb.com,1,local_blacklist
phish_5a32a78040c4,http://cskh-dienmay-xanh.com,cskh-dienmay-xanh.com,1,local_blacklist
phish_b88f96737279,http://cskh-vib-ca-nhan.com,cskh-vib-ca-nhan.com,1,local_blacklist
phish_d81d2feb67fc,http://ctv.chungkhoanvpbank.com,ctv.chungkhoanvpbank.com,1,local_blacklist
phish_8380369684aa,http://dich-vu-xvip-vib.com,dich-vu-xvip-vib.com,1,local_blacklist
phish_c7265691dd68,http://dichvu-dien-mayxanh.com,dichvu-dien-mayxanh.com,1,local_blacklist
phish_4f0a4aa3219a,http://dienlanhdienmayxanh.com,dienlanhdienmayxanh.com,1,local_blacklist
phish_505ebf6e426f,http://dienmay-xanh24h.online,dienmay-xanh24h.online,1,local_blacklist
phish_6ba4f5230654,http://dienmayxanh-services.com,dienmayxanh-services.com,1,local_blacklist
phish_2a49f04d16c1,http://dienmayxanh263.com,dienmayxanh263.com,1,local_blacklist
phish_621c2d72a0cc,http://dienmayxanh266.com,dienmayxanh266.com,1,local_blacklist
phish_b4d5411957e0,http://dienmayxanh269.com,dienmayxanh269.com,1,local_blacklist
phish_0162ae3dcb33,http://dienmayxanh389.com,dienmayxanh389.com,1,local_blacklist
phish_cde55cecf323,http://dienmayxanh542.com,dienmayxanh542.com,1,local_blacklist
phish_f4dd77413ae0,http://dienmayxanhcenter.vn,dienmayxanhcenter.vn,1,local_blacklist
phish_3d7c4b031c0d,http://dienmayxanhctv24.com,dienmayxanhctv24.com,1,local_blacklist
phish_35326a38f6cf,http://dv-nang-cap-vpbank.com,dv-nang-cap-vpbank.com,1,local_blacklist
phish_c2a47a930fb7,http://giaohangtietkiem247.com,giaohangtietkiem247.com,1,local_blacklist
phish_b6fce05340d7,http://giaohangtietkiemvn.com,giaohangtietkiemvn.com,1,local_blacklist
phish_7c95f1b780ba,http://goshare.vn,goshare.vn,1,local_blacklist
phish_953caac17181,http://korshoptiktok.com,korshoptiktok.com,1,local_blacklist
phish_0b4b1f79ceb5,http://magiamgiadienmayxanh.com,magiamgiadienmayxanh.com,1,local_blacklist
phish_53309f3e7041,http://mitsubishixpanderhcm.com,mitsubishixpanderhcm.com,1,local_blacklist
phish_fea3e6a8af3c,http://nang-hang-vvip-vib.com,nang-hang-vvip-vib.com,1,local_blacklist
phish_cc3ad6d04b33,http://ocb.hotrokhachhang-tructuyenthe.com,ocb.hotrokhachhang-tructuyenthe.com,1,local_blacklist
phish_7586c85933e3,http://shopee.vntheme.com,shopee.vntheme.com,1,local_blacklist
phish_3ee17aaacf6a,http://tikib.vip,tikib.vip,1,local_blacklist
phish_921f008971fc,http://tiktok8s.com,tiktok8s.com,1,local_blacklist
phish_c35e16538f51,http://tiktokseller-shopping.com,tiktokseller-shopping.com,1,local_blacklist
phish_be767614d22d,http://tiktokshop-market.com,tiktokshop-market.com,1,local_blacklist
phish_e62fc18d3407,http://tiktokshop-trade.com,tiktokshop-trade.com,1,local_blacklist
phish_ab0fb93f9df1,http://tiktokshops-vn.com,tiktokshops-vn.com,1,local_blacklist
phish_81f018d0d979,http://tpb-vayuudai.com,tpb-vayuudai.com,1,local_blacklist
phish_75bd3467b416,http://tpbank.chamsockhachhang-uudaitructuyen.online,tpbank.chamsockhachhang-uudaitructuyen.online,1,local_blacklist
phish_f9a867efb6ef,http://tuyendungtiki2024.vn,tuyendungtiki2024.vn,1,local_blacklist
phish_b9d4f24c4bfc,http://vib.truc-tuyen-cham-socthekhachhang.com,vib.truc-tuyen-cham-socthekhachhang.com,1,local_blacklist
phish_3f14d12832ff,http://vieclamlazada.vn,vieclamlazada.vn,1,local_blacklist
phish_02c9295f223b,http://vietinbankamc.vn,vietinbankamc.vn,1,local_blacklist
phish_d40241f8e8d0,http://vietnamairlinesgiare.vn,vietnamairlinesgiare.vn,1,local_blacklist
phish_69475c7c9365,http://viettelgroupvn.com,viettelgroupvn.com,1,local_blacklist
phish_58f3a7041976,http://vinfastspace.vingroupinvest.asia,vinfastspace.vingroupinvest.asia,1,local_blacklist
phish_95bcfa925ce3,http://vinhomes.tech,vinhomes.tech,1,local_blacklist
phish_6ebc786881a7,http://vn.congtygiaohangtietkiemvn.com,vn.congtygiaohangtietkiemvn.com,1,local_blacklist
phish_aaed18481dba,http://vngiao.hangtietkiem.online,vngiao.hangtietkiem.online,1,local_blacklist
phish_4c2b226acea8,http://winmartmasangroup.com,winmartmasangroup.com,1,local_blacklist
phish_c2f930917603,http://acb.chamsockhachhang-the-tructuyen-thang9.com.vn,acb.chamsockhachhang-the-tructuyen-thang9.com.vn,1,local_blacklist
phish_6c02f96ff420,http://acb.chamsockhachhangtructuyen-uudai-capnhatthe-thang10.com.vn,acb.chamsockhachhangtructuyen-uudai-capnhatthe-thang10.com.vn,1,local_blacklist
phish_c46d946f3949,http://acb.chamsocthe-uudaikhachhang-thang10.com.vn,acb.chamsocthe-uudaikhachhang-thang10.com.vn,1,local_blacklist
phish_7f73215e8549,http://acb.chamsocthe-uudaikhachhang-tructuyen.com,acb.chamsocthe-uudaikhachhang-tructuyen.com,1,local_blacklist
phish_8ecbccab1440,http://acb.chamsocthe-uudaikhachhang.online,acb.chamsocthe-uudaikhachhang.online,1,local_blacklist
phish_753aa73fc99e,http://acb.chamsocthe-uudaitructuyen.com.vn,acb.chamsocthe-uudaitructuyen.com.vn,1,local_blacklist
phish_d005bb99fa91,http://acb.chamsocthekhachhang-thang10.com.vn,acb.chamsocthekhachhang-thang10.com.vn,1,local_blacklist
phish_f7096e5da3a3,http://acb.uudaikhachhang-chamsocthetructuyen.com,acb.uudaikhachhang-chamsocthetructuyen.com,1,local_blacklist
phish_48c33d73963b,http://acb.uudaikhachhang-tructuyen-the.com.vn,acb.uudaikhachhang-tructuyen-the.com.vn,1,local_blacklist
phish_02feb274eea4,http://af.tiktok25881.shop,af.tiktok25881.shop,1,local_blacklist
phish_d8040440952a,http://affiliatetiktokvinamilks.com,affiliatetiktokvinamilks.com,1,local_blacklist
phish_f016439b57d2,http://agribank.dangkyungtuyen.com,agribank.dangkyungtuyen.com,1,local_blacklist
phish_6bb7426f55d1,http://albbcbe-cme-vn.top,albbcbe-cme-vn.top,1,local_blacklist
phish_13f1ed18fed2,http://amzzcbe-vn.com,amzzcbe-vn.com,1,local_blacklist
phish_4fe092746b29,http://app.vingroup.vip,app.vingroup.vip,1,local_blacklist
phish_8fff8aee0a9d,http://apple.support-find-my-iphone.com,apple.support-find-my-iphone.com,1,local_blacklist
phish_3f075f350cba,http://bafybeigdypfsltkfckfg72siuqsn47o2dckwegd27xtduwl5d3cazdvjgy.ipfs.inbrowser.link,bafybeigdypfsltkfckfg72siuqsn47o2dckwegd27xtduwl5d3cazdvjgy.ipfs.inbrowser.link,1,local_blacklist
phish_4c8b24c920d4,http://best-buy-vi.top,best-buy-vi.top,1,local_blacklist
phish_428cd4dd9874,http://bio.linkvibthetindung,bio.linkvibthetindung,1,local_blacklist
phish_244d9153c373,http://cct-giaohangtietkiem.com,cct-giaohangtietkiem.com,1,local_blacklist
phish_63ec4cb45afe,http://ccty-ghtk.com,ccty-ghtk.com,1,local_blacklist
phish_ca587050f124,http://chats-ghtkvn.com,chats-ghtkvn.com,1,local_blacklist
phish_108e30b5fc07,http://corona.vinpearl-vingrouphms.com,corona.vinpearl-vingrouphms.com,1,local_blacklist
phish_969f6559c165,http://cskh-ca-nhan-vpbank.com,cskh-ca-nhan-vpbank.com,1,local_blacklist
phish_1697efcbe552,http://cskh-techcombank.com,cskh-techcombank.com,1,local_blacklist
phish_0a12b11ef013,http://cskh-the-vpbank.com,cskh-the-vpbank.com,1,local_blacklist
phish_6f6a51abfcfd,http://cskh-vib-canhan.com,cskh-vib-canhan.com,1,local_blacklist
phish_8754c03a9b57,http://cskh-vib.ho-tro-tin-dung-ca-nhan.com,cskh-vib.ho-tro-tin-dung-ca-nhan.com,1,local_blacklist
phish_a064c8dbe62c,http://cskh-vib.nang-han-muc-the-visa.com,cskh-vib.nang-han-muc-the-visa.com,1,local_blacklist
phish_37504556120f,http://ctygiaohangtietkiemm1.com,ctygiaohangtietkiemm1.com,1,local_blacklist
phish_38ac9f20bf94,http://dailyssshopee.com,dailyssshopee.com,1,local_blacklist
phish_82cf64e9d630,http://dich-vu-dien-mayxanh.com,dich-vu-dien-mayxanh.com,1,local_blacklist
phish_49f10ca80e30,http://dich-vu-k9-vib.com,dich-vu-k9-vib.com,1,local_blacklist
phish_4baca34634ad,http://dich-vu-kh-vip-vpbank.com,dich-vu-kh-vip-vpbank.com,1,local_blacklist
phish_6d63cc33b3ff,http://dich-vu-khcn-vvip-vib.com,dich-vu-khcn-vvip-vib.com,1,local_blacklist
phish_4c03ab128507,http://dich-vu-online-vpbank.com,dich-vu-online-vpbank.com,1,local_blacklist
phish_02858f61641c,http://dich-vu-the-ai-vpbank.com,dich-vu-the-ai-vpbank.com,1,local_blacklist
phish_15a2bb63140a,http://dich-vu-the-cashback-vib.com,dich-vu-the-cashback-vib.com,1,local_blacklist
phish_466eef3c3a95,http://dich-vu-the-ez-vpbank.com,dich-vu-the-ez-vpbank.com,1,local_blacklist
phish_bcbcf2dfdfb5,http://dich-vu-the-kt3-vib.com,dich-vu-the-kt3-vib.com,1,local_blacklist
phish_c2d336a456f8,http://dich-vu-the-svip-vib.com,dich-vu-the-svip-vib.com,1,local_blacklist
phish_c860457b2adb,http://dich-vu-the-vdiamond-vib.com,dich-vu-the-vdiamond-vib.com,1,local_blacklist
phish_6dc45b54bb3a,http://dich-vu-the-vdiamond-vpbank.com,dich-vu-the-vdiamond-vpbank.com,1,local_blacklist
phish_d3a29e8e63a1,http://dich-vu-the-vib.com,dich-vu-the-vib.com,1,local_blacklist
phish_cce9cb3b6431,http://dich-vu-the-vvip-vib.com,dich-vu-the-vvip-vib.com,1,local_blacklist
phish_862b9752a3b9,http://dich-vu-update-vpbank.com,dich-vu-update-vpbank.com,1,local_blacklist
phish_449be53acd4d,http://dich-vu-vip3-vib.com,dich-vu-vip3-vib.com,1,local_blacklist
phish_fc1127bcb20d,http://dichvu.congtygiaohangtietkiemvn.com,dichvu.congtygiaohangtietkiemvn.com,1,local_blacklist
phish_e17ccfeb39ae,http://dichvucong.bcavngov.com,dichvucong.bcavngov.com,1,local_blacklist
phish_585309029193,http://dichvucong.bcavnvngov.com,dichvucong.bcavnvngov.com,1,local_blacklist
phish_fb74df29f6e8,http://dichvucong.bcavnvnvngov.com,dichvucong.bcavnvnvngov.com,1,local_blacklist
phish_8208217d1755,http://dichvucong.vnggov.com,dichvucong.vnggov.com,1,local_blacklist
phish_5c1cb798ead5,http://dichvucong.vnvngov.com,dichvucong.vnvngov.com,1,local_blacklist
phish_e7e715285f20,http://dichvugiaohangtietkiem.com,dichvugiaohangtietkiem.com,1,local_blacklist
phish_d45ade370ed6,http://dienmayxanh.cloud,dienmayxanh.cloud,1,local_blacklist
phish_36851ffe01c1,http://doitac.vinamilkvn.com,doitac.vinamilkvn.com,1,local_blacklist
phish_f7c1a5aa80e3,http://duyetdonlazada.com,duyetdonlazada.com,1,local_blacklist
phish_2b4e4979ed7d,http://dv-ca-nhan-vpbank.com,dv-ca-nhan-vpbank.com,1,local_blacklist
phish_81022f7c1f93,http://dvc.bcavn.cc,dvc.bcavn.cc,1,local_blacklist
phish_682a6635a2f2,http://events.pubg-vnggame.com,events.pubg-vnggame.com,1,local_blacklist
phish_99cc95dcde91,http://evn.brvgov.com,evn.brvgov.com,1,local_blacklist
phish_b310d57faf72,http://evnnpcs.com,evnnpcs.com,1,local_blacklist
phish_ded9820f60e6,http://evnsp.com,evnsp.com,1,local_blacklist
phish_9be662d386b6,http://evnspcs.com,evnspcs.com,1,local_blacklist
phish_80a1fc894268,http://facebook-terms-violation.web.app,facebook-terms-violation.web.app,1,local_blacklist
phish_b94cbbd93132,http://ff.memberships-garena.id.vn,ff.memberships-garena.id.vn,1,local_blacklist
phish_11066f2164e8,http://ffctpb.online,ffctpb.online,1,local_blacklist
phish_0736acdaf70a,http://fpt-work.com,fpt-work.com,1,local_blacklist
phish_268ae74f309c,http://ggiao.hangtietkiem.com,ggiao.hangtietkiem.com,1,local_blacklist
phish_3b3ee207ce41,http://ghn888.com,ghn888.com,1,local_blacklist
phish_5f09cb3d50a4,http://ghnn11.com,ghnn11.com,1,local_blacklist
phish_8bb76505eb99,http://ghnn22.com,ghnn22.com,1,local_blacklist
phish_d2a650187dfa,http://ghnn33.com,ghnn33.com,1,local_blacklist
phish_91c343c42bef,http://ghtk247.com,ghtk247.com,1,local_blacklist
phish_307fff28041a,http://giaohangnhanh.info,giaohangnhanh.info,1,local_blacklist
phish_e3897814dbdf,http://giaohangnhanh88.com,giaohangnhanh88.com,1,local_blacklist
phish_d96a244b5ce0,http://giaohangtietkiem-cskh.com,giaohangtietkiem-cskh.com,1,local_blacklist
phish_24f576a51e62,http://giaohangtietkiem-express.com,giaohangtietkiem-express.com,1,local_blacklist
phish_a5e7cd10aae1,http://giaohangtietkiem24.com,giaohangtietkiem24.com,1,local_blacklist
phish_12286821bc06,http://giaohangtietkiemvn.website,giaohangtietkiemvn.website,1,local_blacklist
phish_2f8633eda5b4,http://gone.vn,gone.vn,1,local_blacklist
phish_4630a17d4816,http://grabvn.live,grabvn.live,1,local_blacklist
phish_ec0fda652e07,http://h5.lazadad.com,h5.lazadad.com,1,local_blacklist
phish_a096d265e7b7,http://hdsaisonfinancevn.com,hdsaisonfinancevn.com,1,local_blacklist
phish_80be29d143c6,http://investshopeemall.net,investshopeemall.net,1,local_blacklist
phish_b2ef6f5fe440,http://k2rjtiki.com,k2rjtiki.com,1,local_blacklist
phish_537962613500,http://kh-cn-uutien-3fv-vib.com,kh-cn-uutien-3fv-vib.com,1,local_blacklist
phish_7bc4223d97d6,http://khachhangvib-canhan.com,khachhangvib-canhan.com,1,local_blacklist
phish_25faf619b96d,http://khcn-uu-tien-3fv-vib.com,khcn-uu-tien-3fv-vib.com,1,local_blacklist
phish_2aab1c2aff6f,http://khcn-vib-uu-tien.com,khcn-vib-uu-tien.com,1,local_blacklist
phish_b0fc4debf6dc,http://khvib-canhan.com,khvib-canhan.com,1,local_blacklist
phish_24aaa1e6ae47,http://lah.covanseo.best,lah.covanseo.best,1,local_blacklist
phish_95033d48fb64,http://lazada.ac,lazada.ac,1,local_blacklist
phish_ecab833c9256,http://lazada.bbc6666.com,lazada.bbc6666.com,1,local_blacklist
phish_6fd764ed13e5,http://lazada.gg,lazada.gg,1,local_blacklist
phish_cae87c3503dc,http://lazada2024.online,lazada2024.online,1,local_blacklist
phish_ec75c9274170,http://lazada68.com,lazada68.com,1,local_blacklist
phish_e83c913758c3,http://lazadaevent.com,lazadaevent.com,1,local_blacklist
phish_d96819aa0849,http://lazadass.com,lazadass.com,1,local_blacklist
phish_4b6ba2ceeef1,http://lazadavn.vn,lazadavn.vn,1,local_blacklist
phish_b6da501f5d74,http://looklazada.com,looklazada.com,1,local_blacklist
phish_15c52b1361a4,http://mail.labtpb.online,mail.labtpb.online,1,local_blacklist
phish_f0d39ed647bf,http://master-visa-nang-hang-ca-nhan-vib.com,master-visa-nang-hang-ca-nhan-vib.com,1,local_blacklist
legit_08ccf29ab27f,http://admintruong.haiphong.edu.vn,admintruong.haiphong.edu.vn,0,brand_catalog_official_domains
legit_5d814b4b839b,http://aithuong.bathuoc.thanhhoa.gov.vn,aithuong.bathuoc.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_1f2e33832ea7,http://ats.vietnamtourism.gov.vn,ats.vietnamtourism.gov.vn,0,brand_catalog_official_domains
legit_0fb3d39c129b,http://bancong.bathuoc.thanhhoa.gov.vn,bancong.bathuoc.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_1c71ee51fdb4,http://baotangdanang.vn,baotangdanang.vn,0,brand_catalog_official_domains
legit_442d45571f18,http://baotonpuluong.vn,baotonpuluong.vn,0,brand_catalog_official_domains
legit_2e8ca7eb4071,http://battrang.gialam.hanoi.gov.vn,battrang.gialam.hanoi.gov.vn,0,brand_catalog_official_domains
legit_5d2feccec84f,http://bdt.dienbien.gov.vn,bdt.dienbien.gov.vn,0,brand_catalog_official_domains
legit_2d459cddfb84,http://benennp.com.vn,benennp.com.vn,0,brand_catalog_official_domains
legit_0add8372f79e,http://benhviendakhoathachthanh.com.vn,benhviendakhoathachthanh.com.vn,0,brand_catalog_official_domains
legit_35a51991f8b5,http://benhviendalieuhanoi.com,benhviendalieuhanoi.com,0,brand_catalog_official_domains
legit_e121535d1890,http://benhvientamthanthanhhoa.org.vn,benhvientamthanthanhhoa.org.vn,0,brand_catalog_official_domains
legit_85977d5890fe,http://benhvienthoxuan.vn,benhvienthoxuan.vn,0,brand_catalog_official_domains
